timestamps,TP9,AF7,AF8,TP10,Right AUX
1786901614.670,0.000,-101.562,-365.234,326.172,0.000
1786901614.674,0.000,-191.895,-441.895,170.410,0.000
1786901614.678,0.000,-228.027,-510.742,-160.156,0.000
1786901614.682,0.000,-108.398,-390.625,-70.312,0.000
1786901614.686,0.000,-63.965,-337.402,286.621,0.000
1786901614.690,0.000,-217.773,-468.750,253.906,0.000
1786901614.694,0.000,-128.906,-413.574,-171.875,0.000
1786901614.698,0.000,-28.809,-355.469,-223.633,0.000
1786901614.701,-381.836,-132.812,-426.758,175.781,0.000
1786901614.705,156.738,-130.859,-452.148,281.738,0.000
1786901614.709,312.012,-99.121,-385.742,-72.754,0.000
1786901614.713,-190.430,-95.703,-376.465,-256.348,0.000
1786901614.717,-442.871,-138.184,-443.359,67.871,0.000
1786901614.721,2.441,-230.957,-538.574,334.473,0.000
1786901614.725,353.027,-128.418,-442.871,37.598,0.000
1786901614.729,-62.012,-16.113,-369.141,-272.461,0.000
1786901614.733,-478.516,-228.027,-545.898,8.301,0.000
1786901614.736,-150.391,-239.258,-555.176,330.566,0.000
1786901614.740,330.566,-11.230,-367.188,113.770,0.000
1786901614.744,127.930,-72.266,-444.824,-203.613,0.000
1786901614.748,70.801,-205.078,-493.164,-95.215,0.000
1786901614.752,-409.668,-145.020,-414.551,243.652,0.000
1786901614.756,-175.781,8.789,-319.824,228.027,0.000
1786901614.760,363.281,-75.195,-415.039,-106.934,0.000
1786901614.764,201.660,-163.086,-482.422,-181.152,0.000
1786901614.768,-356.445,-156.250,-429.688,181.641,0.000
1786901614.772,-291.016,-117.188,-413.574,336.426,0.000
1786901614.776,269.043,-124.512,-458.008,1.465,0.000
1786901614.779,335.938,-286.133,-578.125,-177.246,0.000
1786901614.783,-232.910,-142.578,-438.477,87.402,0.000
1786901614.787,-393.555,80.566,-268.555,318.359,0.000
1786901614.791,146.973,-83.008,-430.664,101.562,0.000
1786901614.795,0.000,-141.602,-489.258,-194.336,0.000
1786901614.799,0.000,-49.316,-356.445,-15.625,0.000
1786901614.803,0.000,-41.992,-321.777,322.266,0.000
1786901614.807,0.000,-132.324,-458.008,220.215,0.000
1786901614.811,0.000,-167.480,-530.762,-152.344,0.000
1786901614.815,0.000,-148.438,-457.031,-134.766,0.000
1786901614.819,0.000,-124.023,-403.320,233.398,0.000
1786901614.822,0.000,-211.914,-525.391,314.941,0.000
1786901614.826,0.000,-234.375,-604.004,-41.992,0.000
1786901614.830,0.000,-6.348,-383.789,-228.027,0.000
1786901614.834,0.000,-5.371,-364.258,124.512,0.000
1786901614.838,0.000,-210.938,-493.164,355.469,0.000
1786901614.842,213.379,-173.340,-493.164,5.371,0.000
1786901614.846,332.031,5.859,-379.395,-282.715,0.000
1786901614.850,-176.758,-81.543,-436.523,20.996,0.000
1786901614.854,-402.832,-111.816,-429.199,333.496,0.000
1786901614.858,52.734,-67.871,-389.648,120.605,0.000
1786901614.862,377.930,-149.414,-504.395,-194.336,0.000
1786901614.865,-25.391,-156.738,-480.957,-38.086,0.000
1786901614.869,-429.199,-280.762,-552.246,347.168,0.000
1786901614.873,-125.977,-157.227,-494.629,233.887,0.000
1786901614.877,354.492,56.152,-370.605,-180.176,0.000
1786901614.881,136.719,-119.141,-470.703,-137.695,0.000
1786901614.885,-390.137,-152.832,-465.332,231.445,0.000
1786901614.889,-256.836,-16.602,-348.145,266.113,0.000
1786901614.893,312.012,-13.184,-344.238,-95.703,0.000
1786901614.897,289.062,-172.852,-500.977,-226.074,0.000
1786901614.901,-285.645,-166.016,-473.633,105.957,0.000
1786901614.905,-366.699,-59.570,-360.352,311.035,0.000
1786901614.908,179.688,-136.230,-438.477,43.457,0.000
1786901614.912,376.953,-276.367,-602.051,-195.312,0.000
1786901614.916,-137.207,-259.277,-623.047,22.949,0.000
1786901614.920,-441.895,-14.160,-347.656,290.039,0.000
1786901614.924,20.996,7.324,-327.637,128.418,0.000
1786901614.928,432.129,-218.750,-516.113,-144.043,0.000
1786901614.932,28.809,-230.469,-532.715,-53.711,0.000
1786901614.936,-448.242,-24.902,0.000,250.977,0.000
1786901614.940,-140.137,-91.797,0.000,265.137,0.000
1786901614.944,375.488,-183.105,0.000,-90.332,0.000
1786901614.947,184.570,-108.887,0.000,-170.898,0.000
1786901614.951,-346.680,-52.246,0.000,190.430,0.000
1786901614.955,-252.930,-155.762,0.000,361.328,0.000
1786901614.959,292.480,-232.422,0.000,19.043,0.000
1786901614.963,299.316,-179.199,0.000,-222.168,0.000
1786901614.967,-253.906,-47.363,0.000,55.176,0.000
1786901614.971,-368.652,-60.059,0.000,306.641,0.000
1786901614.975,135.742,-202.148,0.000,59.570,0.000
1786901614.979,351.562,-98.145,0.000,-269.531,0.000
1786901614.983,-98.633,8.789,-355.469,-86.426,0.000
1786901614.987,-408.203,-110.352,-410.645,281.250,0.000
1786901614.991,-16.602,-132.324,-459.961,161.133,0.000
1786901614.994,388.672,-4.883,-347.656,-245.117,0.000
1786901614.998,72.754,-82.031,-366.211,-188.477,0.000
1786901615.002,-390.137,-213.379,-481.934,215.332,0.000
1786901615.006,-165.039,-179.688,-489.258,210.938,0.000
1786901615.010,355.957,-44.434,-377.441,-199.219,0.000
1786901615.014,233.887,12.695,-301.758,-295.410,0.000
1786901615.018,-278.320,-203.613,-450.684,128.418,0.000
1786901615.022,-276.367,-238.770,-497.070,304.688,0.000
1786901615.026,242.188,53.223,-208.496,-80.566,0.000
1786901615.030,0.000,-8.301,-241.699,-272.461,0.000
1786901615.034,0.000,-130.371,-323.242,35.156,0.000
1786901615.037,0.000,-66.895,-245.117,292.969,0.000
1786901615.041,0.000,5.859,-216.309,53.223,0.000
1786901615.045,0.000,-37.598,-242.676,-251.953,0.000
1786901615.049,0.000,-157.715,-315.430,-52.246,0.000
1786901615.053,0.000,-149.902,-290.039,312.500,0.000
1786901615.057,0.000,-81.543,-270.020,218.750,0.000
1786901615.061,0.000,-122.559,-363.281,-145.508,0.000
1786901615.065,0.000,-186.523,-398.438,-126.953,0.000
1786901615.069,0.000,-45.410,-239.258,215.332,0.000
1786901615.072,0.000,49.316,-197.754,276.855,0.000
1786901615.077,409.180,-92.773,-346.191,-46.875,0.000
1786901615.080,339.844,-188.965,-434.570,-153.809,0.000
1786901615.084,-235.352,-21.973,-240.723,159.180,0.000
1786901615.088,-274.414,29.785,-176.758,349.121,0.000
1786901615.092,281.250,-122.070,-374.023,79.102,0.000
1786901615.096,426.758,-221.680,-468.750,-158.691,0.000
1786901615.100,-103.027,-138.672,-339.844,68.848,0.000
1786901615.104,-347.168,23.438,-179.199,347.656,0.000
1786901615.108,144.043,-149.414,-363.770,219.727,0.000
1786901615.112,459.473,-285.156,-517.090,-106.934,0.000
1786901615.115,9.766,-51.270,-286.621,-59.570,0.000
1786901615.119,-378.418,-45.898,-287.109,322.266,0.000
1786901615.124,-49.316,-118.164,-356.934,294.434,0.000
1786901615.128,446.777,-113.281,-377.441,-89.355,0.000
1786901615.131,208.496,-72.266,-326.172,-124.023,0.000
1786901615.135,-335.938,-76.172,-301.270,257.812,0.000
1786901615.139,-208.496,-138.184,-392.090,360.840,0.000
1786901615.143,336.914,-174.316,-441.406,22.461,0.000
1786901615.147,317.871,-145.508,-401.855,-138.184,0.000
1786901615.151,-224.609,-153.320,-420.410,168.945,0.000
1786901615.155,-329.102,-180.176,-450.684,396.484,0.000
1786901615.159,169.434,-45.898,-332.031,90.820,0.000
1786901615.163,386.719,5.859,-307.617,-185.059,0.000
1786901615.166,-83.496,-163.086,-453.613,75.195,0.000
1786901615.170,-410.156,-228.027,-479.004,394.531,0.000
1786901615.174,-11.230,-94.727,-398.926,194.336,0.000
1786901615.178,400.879,4.883,-341.309,-156.738,0.000
1786901615.182,59.570,-93.262,-406.738,-48.340,0.000
1786901615.186,-412.598,-169.434,-493.164,308.105,0.000
1786901615.190,-168.457,-135.254,-466.797,291.992,0.000
1786901615.194,342.285,-122.070,-460.938,-72.266,0.000
1786901615.198,181.641,-191.406,-531.250,-132.812,0.000
1786901615.202,-372.559,-156.250,-479.492,212.891,0.000
1786901615.206,-330.078,21.973,-292.969,326.660,0.000
1786901615.209,239.258,-11.719,-349.609,3.418,0.000
1786901615.213,314.453,-256.836,-575.195,-163.086,0.000
1786901615.217,0.000,-222.656,-536.621,123.047,0.000
1786901615.221,0.000,43.457,-285.156,339.355,0.000
1786901615.225,0.000,-21.973,-387.695,109.863,0.000
1786901615.229,0.000,-209.961,-518.066,-156.250,0.000
1786901615.233,0.000,-187.988,-474.121,38.086,0.000
1786901615.237,0.000,-93.262,-444.336,349.121,0.000
1786901615.241,0.000,-111.328,-470.215,240.234,0.000
1786901615.245,0.000,-181.641,-521.484,-95.215,0.000
1786901615.249,0.000,-69.824,-400.391,-99.609,0.000
1786901615.252,0.000,38.086,-300.781,248.535,0.000
1786901615.256,0.000,-72.754,-396.484,309.570,0.000
1786901615.260,0.000,-137.695,-469.727,-41.504,0.000
1786901615.264,196.777,-68.848,-430.176,-166.504,0.000
1786901615.268,-340.332,-30.762,-387.695,159.180,0.000
1786901615.272,-328.125,-103.027,-433.594,351.074,0.000
1786901615.276,220.703,-117.188,-482.422,34.180,0.000
1786901615.280,315.430,-77.148,-452.637,-207.520,0.000
1786901615.284,-216.797,-136.230,-459.961,81.543,0.000
1786901615.288,-394.043,-235.352,-561.523,374.023,0.000
1786901615.291,57.129,-240.723,-610.840,134.766,0.000
1786901615.295,335.449,-13.184,-404.297,-265.137,0.000
1786901615.299,-60.547,14.160,-354.004,-105.469,0.000
1786901615.303,-433.594,-94.238,-358.887,271.973,0.000
1786901615.307,-94.238,-53.223,-341.309,205.078,0.000
1786901615.311,380.859,-13.672,-354.004,-164.062,0.000
1786901615.315,124.512,-106.934,-412.598,-177.734,0.000
1786901615.319,-400.391,-122.559,-394.043,186.035,0.000
1786901615.323,-256.348,-58.105,-334.473,246.582,0.000
1786901615.327,308.594,-65.430,-372.559,-90.332,0.000
1786901615.331,287.109,-168.945,-475.586,-187.988,0.000
1786901615.334,-275.391,-273.926,-536.133,153.320,0.000
1786901615.338,-365.723,-117.676,-396.973,317.383,0.000
1786901615.342,167.969,55.664,-316.895,-0.488,0.000
1786901615.346,362.793,-111.816,-466.797,-226.074,0.000
1786901615.350,-162.598,-202.148,-475.586,26.367,0.000
1786901615.354,-458.984,-23.438,-298.340,289.062,0.000
1786901615.358,0.000,43.457,-285.645,76.660,0.000
1786901615.362,0.000,-85.449,-395.508,-266.113,0.000
1786901615.366,0.000,-126.465,-406.738,-148.926,0.000
1786901615.370,0.000,-45.410,-317.383,205.078,0.000
1786901615.373,0.000,-36.621,-316.406,162.598,0.000
1786901615.377,0.000,-223.145,-532.227,-150.391,0.000
1786901615.381,0.000,-253.418,-551.270,-172.363,0.000
1786901615.385,0.000,-22.461,-308.594,127.441,0.000
1786901615.389,0.000,44.922,-223.633,234.375,0.000
1786901615.393,0.000,-185.059,-406.738,-43.945,0.000
1786901615.397,0.000,-239.746,-513.672,-208.984,0.000
1786901615.401,0.000,-3.418,-276.367,58.105,0.000
1786901615.405,-363.281,-75.195,-291.992,333.496,0.000
1786901615.409,122.559,-163.086,-367.676,91.309,0.000
1786901615.413,359.863,-97.168,-326.172,-225.098,0.000
1786901615.416,-102.539,-51.270,-304.199,-9.766,0.000
1786901615.420,-365.723,-98.633,-331.543,327.637,0.000
1786901615.424,55.664,-182.617,-412.109,204.102,0.000
1786901615.428,400.391,-189.453,-459.473,-121.582,0.000
1786901615.432,62.500,-117.188,-379.883,-93.262,0.000
1786901615.436,-414.062,-61.523,-290.527,264.160,0.000
1786901615.440,-189.941,-187.500,-398.438,294.922,0.000
1786901615.444,310.059,-105.469,-365.723,-99.121,0.000
1786901615.448,185.547,1.953,-290.039,-198.730,0.000
1786901615.452,-338.867,-129.395,-375.488,168.945,0.000
1786901615.456,-313.965,-159.668,-428.711,338.867,0.000
1786901615.460,220.703,-55.664,-319.824,-5.859,0.000
1786901615.463,305.176,-135.254,-398.926,-229.004,0.000
1786901615.467,-229.980,-222.656,-476.562,65.918,0.000
1786901615.471,-410.645,-184.570,-435.547,327.637,0.000
1786901615.475,69.824,-101.562,-372.559,63.965,0.000
1786901615.479,352.051,-7.812,-288.086,-255.859,0.000
1786901615.483,-63.477,-215.332,-455.078,-22.949,0.000
1786901615.487,-444.336,-256.348,-518.066,314.941,0.000
1786901615.491,-103.027,-7.324,-312.500,166.992,0.000
1786901615.495,377.930,-24.902,-337.891,-172.852,0.000
1786901615.499,120.605,-280.762,-540.039,-86.426,0.000
1786901615.503,-406.738,-241.211,-503.906,259.766,0.000
1786901615.506,-246.094,32.227,-250.488,262.695,0.000
1786901615.510,322.754,-45.410,-332.520,-53.223,0.000
1786901615.514,242.188,-161.621,-449.219,-152.344,0.000
1786901615.518,-320.801,-193.359,-435.059,179.199,0.000
1786901615.522,-342.773,-145.508,-409.180,358.887,0.000
1786901615.526,201.660,-100.586,-403.320,59.570,0.000
1786901615.530,355.957,-272.949,-513.672,-159.180,0.000
1786901615.534,-179.688,-164.062,-437.988,56.641,0.000
1786901615.538,-432.617,106.445,-195.801,292.480,0.000
1786901615.541,50.781,-68.359,-325.195,145.508,0.000
1786901615.546,0.000,-160.645,-434.570,-179.688,0.000
1786901615.549,0.000,-61.523,-331.543,-77.637,0.000
1786901615.553,0.000,-51.270,-320.312,277.832,0.000
1786901615.557,0.000,-137.695,-424.805,226.562,0.000
1786901615.561,0.000,-164.062,-485.352,-145.020,0.000
1786901615.565,0.000,-156.250,-455.078,-168.457,0.000
1786901615.569,0.000,-47.852,-275.879,180.664,0.000
1786901615.573,0.000,-128.418,-381.836,329.590,0.000
1786901615.577,0.000,-235.840,-566.895,2.930,0.000
1786901615.581,0.000,-91.797,-403.320,-222.168,0.000
1786901615.584,0.000,-119.141,-427.246,102.051,0.000
1786901615.588,0.000,-190.430,-443.848,347.656,0.000
1786901615.592,137.207,-125.488,-386.230,48.828,0.000
1786901615.596,341.797,-10.254,-337.891,-251.465,0.000
1786901615.600,-116.211,-60.547,-352.539,0.977,0.000
1786901615.604,-408.203,-104.980,-362.305,324.219,0.000
1786901615.608,-1.465,-83.008,-333.008,141.602,0.000
1786901615.612,382.812,-145.996,-459.961,-192.871,0.000
1786901615.616,23.926,-147.461,-421.875,-99.121,0.000
1786901615.620,-407.715,-304.688,-541.504,300.781,0.000
1786901615.624,-175.781,-229.492,-555.664,255.371,0.000
1786901615.627,298.828,95.703,-258.789,-175.781,0.000
1786901615.631,163.086,-50.293,-326.172,-202.148,0.000
1786901615.635,-372.070,-143.555,-408.203,146.484,0.000
1786901615.639,0.000,-91.797,-359.375,276.855,0.000
1786901615.643,0.000,-61.523,-326.172,-49.805,0.000
1786901615.647,0.000,-123.535,-415.039,-248.047,0.000
1786901615.651,0.000,-123.535,-403.320,50.781,0.000
1786901615.655,0.000,-45.898,-307.617,295.898,0.000
1786901615.659,0.000,-126.953,-381.348,55.176,0.000
1786901615.663,0.000,-269.043,-562.500,-196.289,0.000
1786901615.666,0.000,-241.699,-570.312,-7.812,0.000
1786901615.670,0.000,2.441,-280.273,262.695,0.000
1786901615.674,0.000,27.832,-270.020,149.414,0.000
1786901615.678,0.000,-228.027,-508.789,-139.160,0.000
1786901615.682,0.000,-270.996,-580.078,-78.125,0.000
1786901615.686,-433.105,-18.066,-351.562,230.957,0.000
1786901615.690,-198.730,-36.133,-344.238,269.531,0.000
1786901615.694,347.656,-165.039,-479.004,-72.266,0.000
1786901615.698,212.402,-170.410,-450.195,-186.523,0.000
1786901615.702,-343.750,-69.336,-365.234,143.066,0.000
1786901615.706,-331.543,-54.199,-363.281,295.410,0.000
1786901615.709,211.426,-271.484,-538.086,26.855,0.000
1786901615.713,283.691,-271.973,-573.730,-211.914,0.000
1786901615.717,-263.184,58.594,-295.410,-31.738,0.000
1786901615.721,-430.176,-29.297,-371.094,264.648,0.000
1786901615.725,44.922,-111.816,-453.613,63.965,0.000
1786901615.729,343.750,-36.621,-383.789,-269.531,0.000
1786901615.733,-73.242,-20.996,-335.449,-108.887,0.000
1786901615.737,-450.684,-103.516,-399.414,281.250,0.000
1786901615.741,-107.422,-138.672,-474.609,205.078,0.000
1786901615.745,350.098,-32.227,-373.535,-189.941,0.000
1786901615.748,112.305,-35.156,-314.453,-188.477,0.000
1786901615.752,-367.676,-204.590,-468.750,220.215,0.000
1786901615.756,-221.680,-245.605,-541.016,309.082,0.000
1786901615.760,301.758,-49.805,-363.770,-94.727,0.000
1786901615.764,260.742,0.000,-314.453,-247.559,0.000
1786901615.768,-272.949,-190.430,-438.477,126.465,0.000
1786901615.772,-332.031,-184.082,-450.684,345.215,0.000
1786901615.776,187.988,13.672,-270.996,15.137,0.000
1786901615.780,378.418,-44.922,-312.500,-236.816,0.000
1786901615.784,-127.930,-111.328,-339.355,21.484,0.000
1786901615.788,-394.043,-46.875,-254.883,308.105,0.000
1786901615.792,71.777,0.000,-227.051,123.535,0.000
1786901615.795,415.527,-85.449,-310.059,-205.078,0.000
1786901615.799,19.531,-186.035,-360.840,-71.289,0.000
1786901615.803,-412.109,-151.367,-308.105,297.363,0.000
1786901615.807,-115.234,-94.727,-288.086,260.254,0.000
1786901615.811,379.395,-113.281,-328.125,-101.074,0.000
1786901615.815,167.480,-200.195,-390.625,-136.719,0.000
1786901615.819,-368.164,-96.680,-299.316,189.941,0.000
1786901615.823,-249.023,20.020,-208.984,309.570,0.000
1786901615.827,0.000,-111.328,-333.496,3.418,0.000
1786901615.831,0.000,-162.598,-391.113,-178.711,0.000
1786901615.835,0.000,-37.109,-234.863,114.258,0.000
1786901615.838,0.000,0.977,-166.016,352.539,0.000
1786901615.842,0.000,-106.934,-288.574,104.004,0.000
1786901615.846,0.000,-226.562,-427.734,-174.805,0.000
1786901615.850,0.000,-108.398,-270.996,28.809,0.000
1786901615.854,0.000,52.734,43.457,346.680,0.000
1786901615.858,0.000,-169.434,-192.383,253.418,0.000
1786901615.862,0.000,-282.715,-498.047,-86.914,0.000
1786901615.866,0.000,9.277,-167.969,-59.570,0.000
1786901615.870,0.000,-49.316,-130.371,334.473,0.000
1786901615.874,-125.000,-172.363,-283.691,328.125,0.000
1786901615.878,368.652,-83.984,-248.535,-64.941,0.000
1786901615.881,216.797,-30.762,-200.684,-138.184,0.000
1786901615.885,-317.383,-76.660,-152.832,223.633,0.000
1786901615.889,-287.598,-115.234,-196.289,382.324,0.000
1786901615.893,238.770,-113.281,-279.785,73.242,0.000
1786901615.897,318.359,-127.930,-265.625,-118.652,0.000
1786901615.901,-213.379,-151.367,-276.855,173.828,0.000
1786901615.905,-395.996,-115.234,-258.789,414.551,0.000
1786901615.909,99.121,-22.949,-72.266,145.996,0.000
1786901615.913,388.672,6.348,57.617,-148.438,0.000
1786901615.916,-17.578,-97.656,-78.125,75.684,0.000
1786901615.921,-372.559,-189.941,-278.320,420.898,0.000
1786901615.924,-39.551,-36.621,-96.680,266.113,0.000
1786901615.928,412.109,-41.504,-37.109,-69.824,0.000
1786901615.932,114.746,-174.805,-288.086,11.719,0.000
1786901615.936,-392.578,-124.023,-205.566,360.352,0.000
1786901615.940,-183.105,-110.352,-120.117,393.066,0.000
1786901615.944,359.375,-74.707,-209.473,15.625,0.000
1786901615.948,287.109,-169.434,-329.102,-89.355,0.000
1786901615.952,-267.578,-254.395,-426.758,252.930,0.000
1786901615.956,-326.172,25.879,-49.805,367.188,0.000
1786901615.959,232.422,26.367,9.766,70.312,0.000
1786901615.963,376.953,-124.512,-209.961,-140.137,0.000
1786901615.967,-154.785,-98.633,-190.918,91.309,0.000
1786901615.971,-375.488,-4.883,-16.113,355.957,0.000
1786901615.975,93.262,-55.176,-63.477,180.664,0.000
1786901615.979,404.297,-128.418,-264.160,-134.277,0.000
1786901615.983,-8.301,-104.980,-284.180,-1.465,0.000
1786901615.987,-391.113,-125.488,-297.852,350.098,0.000
1786901615.991,-60.059,-142.578,-333.984,283.691,0.000
1786901615.995,411.621,-209.961,-397.461,-25.879,0.000
1786901615.999,152.832,-85.938,-275.879,-73.242,0.000
1786901616.002,-358.887,90.332,-20.020,232.910,0.000
1786901616.006,-184.082,-32.227,-90.332,345.215,0.000
1786901616.010,354.004,-129.883,-287.598,0.488,0.000
1786901616.014,299.316,-49.316,-281.738,-191.895,0.000
1786901616.018,-243.652,0.977,-214.844,115.723,0.000
1786901616.022,-303.711,-116.211,-322.754,343.262,0.000
1786901616.026,216.309,-146.973,-394.043,42.969,0.000
1786901616.030,383.789,-40.039,-262.695,-252.930,0.000
1786901616.034,-85.938,-79.102,-256.836,3.418,0.000
1786901616.038,-335.938,-219.727,-421.875,357.910,0.000
1786901616.042,73.730,-219.238,-465.332,189.453,0.000
1786901616.045,396.973,-25.391,-281.250,-206.055,0.000
1786901616.049,33.203,-15.137,-233.887,-120.117,0.000
1786901616.053,-377.441,-63.477,-203.613,253.906,0.000
1786901616.057,-80.078,-29.297,-90.820,247.070,0.000
