timestamps,TP9,AF7,AF8,TP10,Right AUX
1786901612.838,-214.844,-26.367,-415.527,254.883,0.000
1786901612.842,358.398,-172.363,-549.316,-76.660,0.000
1786901612.846,249.023,-252.930,-609.375,-176.270,0.000
1786901612.850,-355.957,-157.715,-511.230,149.902,0.000
1786901612.854,-397.461,-60.059,-458.496,332.031,0.000
1786901612.858,181.641,-253.906,-652.344,64.941,0.000
1786901612.862,316.406,-327.148,-715.332,-209.473,0.000
1786901612.865,-246.094,15.625,-415.039,-38.086,0.000
1786901612.869,-454.102,8.789,-412.598,287.598,0.000
1786901612.873,0.000,-108.887,-502.441,105.469,0.000
1786901612.877,0.000,-77.148,-463.379,-243.652,0.000
1786901612.881,0.000,-62.500,-439.453,-102.539,0.000
1786901612.885,0.000,-102.051,-459.473,279.297,0.000
1786901612.889,0.000,-144.531,-521.973,222.656,0.000
1786901612.893,0.000,-158.691,-535.645,-161.133,0.000
1786901612.897,0.000,-167.969,-524.902,-182.129,0.000
1786901612.901,0.000,-138.184,-481.445,191.406,0.000
1786901612.905,0.000,-208.008,-541.504,312.500,0.000
1786901612.908,0.000,-128.906,-521.484,-60.547,0.000
1786901612.912,0.000,26.367,-410.645,-255.859,0.000
1786901612.916,0.000,-128.418,-512.207,113.770,0.000
1786901612.920,-383.301,-197.266,-540.527,350.586,0.000
1786901612.924,139.160,-55.176,-425.293,22.461,0.000
1786901612.928,357.910,-34.668,-414.551,-279.297,0.000
1786901612.932,-138.184,-205.078,-560.547,-10.254,0.000
1786901612.936,-464.355,-234.375,-600.098,339.355,0.000
1786901612.940,-44.434,-135.254,-488.281,154.297,0.000
1786901612.944,353.027,-109.375,-488.281,-225.098,0.000
1786901612.948,5.859,-238.770,-580.078,-105.469,0.000
1786901612.951,-449.707,-311.523,-627.930,283.691,0.000
1786901612.955,-207.031,19.043,-378.906,181.641,0.000
1786901612.959,344.727,8.301,-421.387,-201.172,0.000
1786901612.963,174.805,-184.082,-513.184,-248.535,0.000
1786901612.967,-393.555,-158.203,-469.238,92.285,0.000
1786901612.971,-328.125,-6.348,-368.164,203.125,0.000
1786901612.975,266.602,-57.617,-419.922,-123.535,0.000
1786901612.979,323.242,-181.641,-521.973,-322.754,0.000
1786901612.983,-247.559,-117.188,-423.828,-43.457,0.000
1786901612.987,-385.254,-116.699,-443.848,212.891,0.000
1786901612.991,144.043,-175.781,-479.004,-22.461,0.000
1786901612.994,402.832,-192.871,-477.539,-327.637,0.000
1786901612.998,-83.984,-95.215,-395.996,-169.922,0.000
1786901613.002,-432.129,23.438,-279.297,161.621,0.000
1786901613.006,-14.648,-91.797,-371.094,85.449,0.000
1786901613.010,424.805,-197.266,-456.055,-255.371,0.000
1786901613.014,91.797,-63.477,-336.914,-240.723,0.000
1786901613.018,-390.625,-16.602,-265.137,145.508,0.000
1786901613.022,-155.273,-131.348,-376.465,220.703,0.000
1786901613.026,391.602,-123.047,-413.086,-135.254,0.000
1786901613.030,275.879,-70.312,-354.004,-258.301,0.000
1786901613.034,-286.133,-125.977,-353.516,111.328,0.000
1786901613.037,-255.859,-247.070,-475.586,346.191,0.000
1786901613.041,295.410,-277.832,-572.266,18.555,0.000
1786901613.045,352.539,-15.137,-350.586,-295.898,0.000
1786901613.049,-171.875,-17.578,-332.031,10.742,0.000
1786901613.053,-371.094,-168.457,-431.152,339.355,0.000
1786901613.057,104.004,-141.602,-445.312,102.539,0.000
1786901613.061,419.434,-42.480,-376.953,-240.234,0.000
1786901613.065,0.000,-123.047,-455.078,-55.176,0.000
1786901613.069,-393.066,-179.199,-479.492,325.195,0.000
1786901613.073,-46.875,-73.242,-368.652,231.445,0.000
1786901613.076,451.660,-73.730,-406.738,-139.160,0.000
1786901613.080,210.449,-216.309,-502.930,-92.773,0.000
1786901613.084,-338.379,-272.461,-499.512,301.758,0.000
1786901613.088,-190.918,-193.848,-483.398,346.191,0.000
1786901613.092,373.047,-43.945,-398.438,-35.645,0.000
1786901613.096,334.473,-111.816,-456.055,-168.457,0.000
1786901613.100,-240.234,-232.422,-528.320,170.898,0.000
1786901613.104,-320.312,-61.035,-372.070,363.770,0.000
1786901613.108,251.953,2.441,-329.590,86.426,0.000
1786901613.112,435.059,-145.508,-454.102,-149.902,0.000
1786901613.116,-97.168,-189.941,-474.609,108.887,0.000
1786901613.119,-364.258,-100.586,-372.070,395.020,0.000
1786901613.123,107.910,-70.801,-361.328,190.430,0.000
1786901613.127,492.676,-313.477,-591.797,-89.844,0.000
1786901613.131,69.336,-387.695,-662.109,32.715,0.000
1786901613.135,-414.551,-57.129,-385.742,318.359,0.000
1786901613.139,-83.984,-114.746,-469.727,301.270,0.000
1786901613.143,433.105,-246.582,-540.527,-56.152,0.000
1786901613.147,197.266,-116.699,-404.785,-120.117,0.000
1786901613.151,-348.145,-40.039,-346.680,247.559,0.000
1786901613.155,-222.656,-109.863,-408.691,375.488,0.000
1786901613.159,341.309,-172.852,-492.188,23.926,0.000
1786901613.162,316.406,-135.742,-450.684,-182.617,0.000
1786901613.166,-251.465,-73.730,-403.809,131.836,0.000
1786901613.170,-351.562,-100.098,-407.227,389.648,0.000
1786901613.174,189.941,-230.469,-512.207,140.625,0.000
1786901613.178,407.715,-243.652,-545.410,-163.574,0.000
1786901613.182,-104.492,-140.625,-457.520,14.648,0.000
1786901613.186,-421.875,-106.934,-426.270,347.168,0.000
1786901613.190,11.719,-248.535,-566.895,226.074,0.000
1786901613.194,408.691,-136.230,-508.789,-179.199,0.000
1786901613.197,69.824,-83.496,-490.723,-101.074,0.000
1786901613.202,-401.855,-203.613,-565.430,291.992,0.000
1786901613.206,-173.828,-118.164,-505.859,270.996,0.000
1786901613.209,346.191,-32.715,-421.387,-114.746,0.000
1786901613.213,198.242,-97.168,-444.336,-196.777,0.000
1786901613.217,-353.516,-192.871,-493.164,190.430,0.000
1786901613.221,-310.547,-223.633,-508.301,358.398,0.000
1786901613.225,228.027,-110.352,-430.176,-18.066,0.000
1786901613.229,300.293,-37.109,-399.414,-263.672,0.000
1786901613.233,-227.051,-277.832,-574.707,86.914,0.000
1786901613.237,-432.129,-235.840,-529.297,352.051,0.000
1786901613.240,62.988,32.715,-325.684,52.734,0.000
1786901613.244,392.090,-85.449,-449.219,-236.816,0.000
1786901613.249,-49.316,-269.043,-526.855,-10.254,0.000
1786901613.252,-444.336,-169.922,-440.918,332.031,0.000
1786901613.256,-65.918,-35.645,-404.297,200.684,0.000
1786901613.260,403.809,-73.242,-431.152,-171.875,0.000
1786901613.264,100.098,-153.320,-503.906,-121.582,0.000
1786901613.268,-399.414,-200.684,-498.047,280.273,0.000
1786901613.272,-196.289,-152.832,-438.965,300.293,0.000
1786901613.276,346.680,-141.602,-469.238,-82.520,0.000
1786901613.280,254.395,-302.734,-549.316,-175.781,0.000
1786901613.283,-330.566,-144.531,-400.879,126.465,0.000
1786901613.287,-333.496,37.598,-321.777,284.180,0.000
1786901613.291,249.512,-140.625,-460.449,0.977,0.000
1786901613.295,382.324,-172.852,-476.562,-250.977,0.000
1786901613.299,-158.691,-71.777,-360.840,10.254,0.000
1786901613.303,-386.230,-30.762,-281.738,316.406,0.000
1786901613.307,112.793,-190.430,-482.910,132.324,0.000
1786901613.311,420.898,-259.766,-601.074,-182.129,0.000
1786901613.315,-17.578,-155.273,-445.801,-49.316,0.000
1786901613.319,-416.504,-136.719,-402.832,297.363,0.000
1786901613.323,-80.078,-236.816,-508.301,259.277,0.000
1786901613.326,403.809,-237.793,-579.102,-130.371,0.000
1786901613.330,138.672,-41.016,-388.672,-199.219,0.000
1786901613.334,-374.023,-54.688,-352.051,190.430,0.000
1786901613.338,-229.980,-206.543,-436.523,331.055,0.000
1786901613.342,0.000,-147.461,-416.992,-49.805,0.000
1786901613.346,0.000,-12.207,-339.355,-250.488,0.000
1786901613.350,0.000,-127.930,-413.086,106.934,0.000
1786901613.354,0.000,-145.020,-409.668,325.684,0.000
1786901613.358,0.000,-96.680,-386.230,26.367,0.000
1786901613.362,0.000,-182.617,-477.051,-231.445,0.000
1786901613.366,0.000,-184.570,-437.012,12.207,0.000
1786901613.369,0.000,-304.199,-522.461,381.836,0.000
1786901613.373,0.000,-174.805,-437.500,164.062,0.000
1786901613.377,0.000,63.965,-296.875,-241.699,0.000
1786901613.381,0.000,-104.980,-416.992,-82.031,0.000
1786901613.385,0.000,-148.438,-407.715,296.875,0.000
1786901613.389,312.012,-35.156,-300.293,247.559,0.000
1786901613.393,296.387,-27.344,-314.941,-117.188,0.000
1786901613.397,-246.582,-150.391,-438.477,-150.879,0.000
1786901613.401,-354.492,-150.879,-414.551,204.102,0.000
1786901613.404,178.223,-62.988,-310.547,314.453,0.000
1786901613.408,395.996,-168.945,-421.875,-5.859,0.000
1786901613.412,-112.305,-305.664,-541.016,-175.293,0.000
1786901613.416,-378.418,-210.938,-493.164,105.469,0.000
1786901613.420,29.785,-40.527,-344.238,322.266,0.000
1786901613.424,390.625,-21.973,-297.852,65.430,0.000
1786901613.428,41.992,-291.992,-542.480,-161.621,0.000
1786901613.432,-431.152,-345.703,-594.238,35.645,0.000
1786901613.436,-514.648,-20.020,-300.293,288.574,0.000
1786901613.440,-73.242,-35.645,-339.355,173.828,0.000
1786901613.443,354.980,-144.043,-439.941,-173.340,0.000
1786901613.447,19.043,-121.582,-385.254,-110.840,0.000
1786901613.451,-453.613,-73.242,-332.520,271.973,0.000
1786901613.455,-202.148,-128.418,-395.508,295.410,0.000
1786901613.459,334.961,-325.684,-561.523,-46.387,0.000
1786901613.463,164.062,-236.328,-514.160,-175.293,0.000
1786901613.467,-409.668,15.625,-317.871,124.023,0.000
1786901613.471,-351.562,-56.641,-373.535,320.801,0.000
1786901613.475,224.609,-141.602,-475.586,18.555,0.000
1786901613.478,305.664,-113.281,-453.613,-231.934,0.000
1786901613.483,-233.887,-74.219,-357.422,26.855,0.000
1786901613.487,-403.809,-158.203,-429.688,342.773,0.000
1786901613.490,83.008,-175.293,-517.578,116.699,0.000
1786901613.494,384.766,-70.312,-413.086,-243.652,0.000
1786901613.498,-39.062,-89.355,-402.344,-69.824,0.000
1786901613.502,-413.086,-299.805,-593.750,354.980,0.000
1786901613.506,-71.289,-270.020,-603.027,259.277,0.000
1786901613.510,380.859,-12.695,-398.926,-183.594,0.000
1786901613.514,124.512,-42.969,-399.902,-154.785,0.000
1786901613.518,-371.582,-237.305,-518.555,282.715,0.000
1786901613.522,-211.426,-202.637,-514.160,344.238,0.000
1786901613.525,326.660,-16.602,-365.723,-65.918,0.000
1786901613.530,287.598,-105.957,0.000,-181.641,0.000
1786901613.533,-280.273,-165.039,0.000,157.227,0.000
1786901613.537,-329.590,-75.195,0.000,345.215,0.000
1786901613.541,232.422,-41.504,0.000,43.457,0.000
1786901613.545,384.277,-140.137,0.000,-207.520,0.000
1786901613.549,-145.508,-229.004,0.000,60.059,0.000
1786901613.553,-414.551,-181.152,0.000,346.680,0.000
1786901613.557,46.387,-135.742,0.000,139.648,0.000
1786901613.561,418.945,-166.504,0.000,-185.059,0.000
1786901613.565,8.301,-200.195,0.000,-64.941,0.000
1786901613.568,-446.777,-55.664,0.000,252.930,0.000
1786901613.572,-110.840,50.781,0.000,191.406,0.000
1786901613.577,413.086,-120.117,-502.930,-142.578,0.000
1786901613.580,174.316,-243.652,-590.820,-159.668,0.000
1786901613.584,-398.438,-63.477,-420.410,164.062,0.000
1786901613.588,-273.438,21.973,-364.258,281.738,0.000
1786901613.592,318.848,-104.004,-469.238,-26.367,0.000
1786901613.596,312.500,-229.980,-587.891,-197.754,0.000
1786901613.600,-280.273,-124.023,-460.449,82.031,0.000
1786901613.604,-374.512,-34.668,-391.113,307.617,0.000
1786901613.608,202.148,-259.766,-611.816,100.098,0.000
1786901613.612,386.719,-281.250,-635.742,-189.941,0.000
1786901613.615,-139.648,19.043,-350.586,-39.551,0.000
1786901613.619,-411.621,-20.996,-373.535,307.617,0.000
1786901613.623,19.043,-136.230,-470.703,159.668,0.000
1786901613.627,413.086,-78.613,-414.062,-205.078,0.000
1786901613.631,60.547,-56.641,-368.652,-111.816,0.000
1786901613.635,-408.691,-115.234,-387.695,293.945,0.000
1786901613.639,-118.164,-175.293,-473.145,259.277,0.000
1786901613.643,410.156,-165.039,-480.469,-148.926,0.000
1786901613.647,206.055,-166.016,-472.168,-183.594,0.000
1786901613.651,-344.238,-199.219,-491.211,168.945,0.000
1786901613.655,-288.086,-189.941,-470.215,320.312,0.000
1786901613.658,265.625,-77.637,-411.621,-38.086,0.000
1786901613.662,341.797,-92.285,-449.219,-252.441,0.000
1786901613.666,-214.355,-218.262,-547.363,72.266,0.000
1786901613.670,-408.691,-171.387,-464.355,329.102,0.000
1786901613.674,96.191,-24.902,-356.445,35.645,0.000
1786901613.678,395.508,-45.898,-404.297,-257.324,0.000
1786901613.682,-64.941,-150.879,-428.711,-36.621,0.000
1786901613.686,-427.246,-149.414,-444.824,302.734,0.000
1786901613.690,-31.250,-142.578,-446.777,201.172,0.000
1786901613.694,418.945,-172.363,-477.051,-158.691,0.000
1786901613.698,120.117,-308.105,-613.770,-95.215,0.000
1786901613.701,-413.574,-302.246,-582.031,274.414,0.000
1786901613.705,-233.398,14.160,-320.312,234.863,0.000
1786901613.709,355.957,-21.484,-394.043,-109.863,0.000
1786901613.713,257.812,-168.457,-500.000,-192.871,0.000
1786901613.717,0.000,-120.117,-409.180,146.484,0.000
1786901613.721,0.000,-92.773,-354.980,326.660,0.000
1786901613.725,0.000,-128.906,-411.133,-2.441,0.000
1786901613.729,0.000,-139.648,-476.562,-255.859,0.000
1786901613.733,0.000,-122.559,-421.875,19.531,0.000
1786901613.737,0.000,-156.250,-410.156,327.148,0.000
1786901613.740,0.000,-168.457,-446.777,125.977,0.000
1786901613.744,0.000,-224.609,-534.668,-192.383,0.000
1786901613.748,0.000,-104.980,-432.617,-83.984,0.000
1786901613.752,0.000,21.484,-308.594,267.578,0.000
1786901613.756,0.000,-105.957,-420.898,238.281,0.000
1786901613.760,0.000,-207.031,-526.855,-139.160,0.000
1786901613.764,52.734,-81.543,-403.320,-181.641,0.000
1786901613.768,-475.098,-23.438,-336.914,195.801,0.000
1786901613.772,-299.316,-154.297,-473.633,306.152,0.000
1786901613.776,267.090,-218.750,-575.684,-44.922,0.000
1786901613.780,205.078,-166.992,-496.582,-221.191,0.000
1786901613.783,-355.957,-143.555,-437.988,129.883,0.000
1786901613.787,-397.461,-243.652,-548.828,385.254,0.000
1786901613.791,139.160,-250.977,-605.469,75.195,0.000
1786901613.795,286.133,-16.113,-399.902,-260.254,0.000
1786901613.799,-195.312,-29.297,-374.512,-6.836,0.000
1786901613.803,-448.242,-122.559,-404.297,334.961,0.000
1786901613.807,-6.836,-78.613,-389.160,146.973,0.000
1786901613.811,371.582,-10.742,-359.863,-220.703,0.000
1786901613.815,-9.277,-93.750,-414.551,-122.559,0.000
1786901613.819,-458.984,-161.133,-450.195,248.047,0.000
1786901613.823,-155.273,-86.426,-412.598,196.289,0.000
1786901613.827,348.145,-119.141,-522.949,-182.617,0.000
1786901613.830,134.766,-240.723,-643.066,-206.055,0.000
1786901613.834,-403.809,-280.273,-638.184,179.688,0.000
1786901613.838,-338.379,-174.316,-580.566,286.621,0.000
1786901613.842,227.051,-40.039,-512.207,-92.285,0.000
1786901613.846,266.113,-89.355,-554.688,-283.203,0.000
1786901613.850,-298.340,-224.121,-612.305,40.039,0.000
1786901613.854,-458.496,-43.945,-422.363,272.949,0.000
1786901613.858,81.055,45.410,-366.699,21.973,0.000
1786901613.862,351.074,-137.207,-503.906,-245.605,0.000
1786901613.866,-131.348,-158.691,-507.812,-21.484,0.000
1786901613.869,-460.449,-37.598,-356.445,303.711,0.000
1786901613.873,-32.715,-56.152,-367.676,170.898,0.000
1786901613.877,404.785,-245.605,-545.898,-137.207,0.000
1786901613.881,42.969,-234.375,-531.250,-89.355,0.000
1786901613.885,-444.824,-41.504,-360.840,241.211,0.000
1786901613.889,-175.293,-21.484,-349.121,270.508,0.000
1786901613.893,393.555,-273.926,-571.289,-36.133,0.000
1786901613.897,239.746,-344.727,-669.922,-119.629,0.000
1786901613.901,-361.328,-80.566,-452.148,164.551,0.000
1786901613.905,-310.059,-31.250,-395.508,330.078,0.000
1786901613.909,272.461,-230.469,-533.691,41.504,0.000
1786901613.913,324.707,-181.152,-480.469,-208.008,0.000
1786901613.916,-211.914,-22.949,-396.484,43.945,0.000
1786901613.920,-376.465,-87.402,-425.293,325.195,0.000
1786901613.924,115.234,-182.129,-495.605,109.863,0.000
1786901613.928,400.879,-226.562,-545.898,-207.520,0.000
1786901613.932,-70.801,-132.324,-466.797,-62.012,0.000
1786901613.936,-446.289,-66.406,-401.855,289.551,0.000
1786901613.940,-69.336,-190.918,-512.695,230.469,0.000
1786901613.944,376.465,-99.609,-474.121,-165.527,0.000
1786901613.948,99.609,3.906,-418.945,-169.922,0.000
1786901613.952,-405.273,-130.859,-502.930,225.586,0.000
1786901613.956,-228.516,-162.109,-529.297,283.203,0.000
1786901613.959,312.500,-28.809,-392.578,-111.328,0.000
1786901613.963,243.652,-34.668,-375.977,-239.258,0.000
1786901613.967,-275.391,-151.367,-468.750,108.398,0.000
1786901613.971,-305.176,-217.285,-532.227,302.734,0.000
1786901613.975,195.312,-115.234,-466.797,-17.090,0.000
1786901613.979,341.797,-14.648,-378.418,-292.969,0.000
1786901613.983,-161.133,-221.680,-537.109,10.254,0.000
1786901613.987,-407.715,-246.582,-574.707,301.758,0.000
1786901613.991,48.828,23.926,-323.242,35.645,0.000
1786901613.994,416.504,-12.207,-356.934,-287.109,0.000
1786901613.999,24.902,-220.703,-468.262,-104.980,0.000
1786901614.002,-397.949,-130.859,-359.863,252.441,0.000
1786901614.006,-64.453,46.387,-275.879,170.410,0.000
1786901614.010,452.637,-59.082,-334.961,-180.664,0.000
1786901614.014,218.750,-128.418,-380.859,-176.758,0.000
1786901614.018,-323.730,-135.254,-384.766,202.148,0.000
1786901614.022,-194.824,-117.676,-348.633,301.758,0.000
1786901614.026,381.348,-87.891,-347.656,-51.758,0.000
1786901614.030,393.555,-297.852,-541.992,-170.410,0.000
1786901614.034,-184.082,-184.082,-466.309,134.766,0.000
1786901614.037,-288.086,139.160,-181.641,298.828,0.000
1786901614.041,264.648,-19.043,-328.125,56.152,0.000
1786901614.045,0.000,-115.234,-419.434,-209.961,0.000
1786901614.049,0.000,-33.691,-298.340,6.836,0.000
1786901614.053,0.000,-9.766,-247.559,326.172,0.000
1786901614.057,0.000,-114.746,-385.254,183.105,0.000
1786901614.061,0.000,-169.922,-507.812,-165.527,0.000
1786901614.065,0.000,-147.949,-445.312,-86.914,0.000
1786901614.069,0.000,-105.469,-360.352,290.527,0.000
1786901614.073,0.000,-203.613,-492.676,326.172,0.000
1786901614.077,0.000,-194.336,-526.855,-51.758,0.000
1786901614.080,0.000,17.578,-311.035,-174.316,0.000
1786901614.084,0.000,-41.016,-332.520,200.195,0.000
1786901614.088,0.000,-222.168,-461.426,378.906,0.000
1786901614.092,287.109,-135.742,-406.738,25.391,0.000
1786901614.096,326.172,27.832,-280.273,-207.520,0.000
1786901614.100,-220.215,-71.777,-346.680,123.535,0.000
1786901614.104,-389.160,-131.836,-402.832,396.484,0.000
1786901614.108,118.164,-67.383,-341.309,135.742,0.000
1786901614.112,396.973,-130.371,-416.016,-152.832,0.000
1786901614.116,-72.266,-172.852,-429.199,48.340,0.000
1786901614.120,-421.387,-288.086,-493.164,420.410,0.000
1786901614.123,-56.152,-144.043,-405.762,265.137,0.000
1786901614.127,394.043,-18.066,-374.512,-116.211,0.000
1786901614.131,98.145,-208.984,-531.738,-41.504,0.000
1786901614.135,-423.340,-110.352,-390.625,299.316,0.000
1786901614.139,-208.984,12.695,0.000,310.547,0.000
1786901614.143,350.586,-38.574,0.000,-55.176,0.000
1786901614.147,249.512,-167.969,0.000,-146.973,0.000
1786901614.151,-324.219,-163.574,0.000,205.078,0.000
1786901614.155,-325.195,-87.402,0.000,356.445,0.000
1786901614.159,238.281,-139.160,0.000,50.293,0.000
1786901614.162,353.027,-273.926,0.000,-136.230,0.000
1786901614.166,-195.801,-225.586,0.000,119.141,0.000
1786901614.170,-420.410,5.371,0.000,351.562,0.000
1786901614.174,88.867,-25.391,0.000,127.441,0.000
1786901614.178,411.621,-231.934,0.000,-158.691,0.000
1786901614.182,-40.527,-229.980,0.000,-9.766,0.000
1786901614.186,-440.918,-75.684,-370.605,309.570,0.000
1786901614.190,-68.848,-84.473,-416.992,242.188,0.000
1786901614.194,419.922,-125.488,-508.789,-138.184,0.000
1786901614.198,147.949,-92.773,-420.898,-151.855,0.000
1786901614.202,-364.746,-58.594,-368.652,232.910,0.000
1786901614.205,-202.148,-118.164,-431.641,316.406,0.000
1786901614.209,352.539,-327.637,-610.352,-2.930,0.000
1786901614.213,279.297,-245.605,-592.285,-180.176,0.000
1786901614.217,-294.434,34.668,-349.609,93.262,0.000
1786901614.221,-325.684,-51.758,-390.625,340.332,0.000
1786901614.225,201.172,-112.305,-452.637,51.758,0.000
1786901614.229,347.656,-42.969,-353.027,-229.980,0.000
1786901614.233,-147.949,-34.180,-302.734,28.320,0.000
1786901614.237,-397.949,-126.465,-390.625,353.516,0.000
1786901614.241,54.688,-163.086,-469.727,168.457,0.000
1786901614.244,422.363,-133.301,-452.148,-183.594,0.000
1786901614.248,11.230,-75.195,-372.559,-85.449,0.000
1786901614.252,-418.945,-193.359,-495.605,328.125,0.000
1786901614.256,-119.141,-205.566,-537.598,302.734,0.000
1786901614.260,374.023,-13.672,-349.121,-129.883,0.000
1786901614.264,194.336,-54.688,-396.484,-177.734,0.000
1786901614.268,-326.660,-235.352,-524.414,222.656,0.000
1786901614.272,-250.000,-201.172,-479.492,321.289,0.000
1786901614.276,293.457,-13.672,-343.750,-61.523,0.000
1786901614.280,325.195,-112.305,-435.059,-210.938,0.000
1786901614.284,-237.305,-158.691,-440.918,106.445,0.000
1786901614.287,-371.094,-58.594,-309.570,333.496,0.000
1786901614.291,155.273,-19.531,-279.297,53.223,0.000
1786901614.295,406.738,-103.027,-381.348,-233.887,0.000
1786901614.299,-72.266,-232.422,-473.145,9.277,0.000
1786901614.303,-416.992,-164.062,-393.555,325.195,0.000
1786901614.307,4.395,-63.965,-346.680,174.316,0.000
1786901614.311,419.434,-106.445,-421.875,-166.504,0.000
1786901614.315,61.035,-189.453,-486.816,-112.793,0.000
1786901614.319,-420.410,-72.754,-355.957,224.609,0.000
1786901614.322,-165.527,15.137,-294.922,226.562,0.000
1786901614.327,366.211,-127.930,-443.359,-115.723,0.000
1786901614.331,209.473,-207.031,-514.648,-199.707,0.000
1786901614.334,-359.863,-48.828,-323.242,126.465,0.000
1786901614.338,-312.988,-22.949,-282.715,296.387,0.000
1786901614.342,253.906,-166.992,-442.871,-7.812,0.000
1786901614.346,311.035,-250.000,-536.133,-220.215,0.000
1786901614.350,-254.883,-120.117,-366.699,46.875,0.000
1786901614.354,-416.504,20.508,-234.375,296.387,0.000
1786901614.358,117.676,-223.145,-478.027,111.328,0.000
1786901614.362,374.023,-333.008,-592.773,-194.824,0.000
1786901614.366,-120.117,-5.859,-277.344,-90.820,0.000
1786901614.369,-462.891,-30.762,-304.688,265.625,0.000
1786901614.374,-86.914,-148.926,-389.160,190.430,0.000
1786901614.377,368.164,-106.445,-366.699,-175.293,0.000
1786901614.381,99.609,-68.359,-336.914,-148.926,0.000
1786901614.385,-388.672,-112.793,-348.633,250.977,0.000
1786901614.389,-205.078,-155.273,-411.133,298.828,0.000
1786901614.393,310.059,-147.949,-400.391,-70.801,0.000
1786901614.397,223.145,-137.695,-396.484,-185.059,0.000
1786901614.401,-302.734,-160.645,-422.852,166.504,0.000
1786901614.405,-328.613,-193.848,-433.594,353.027,0.000
1786901614.409,195.801,-90.332,-382.812,-1.953,0.000
1786901614.412,327.637,-19.043,-348.145,-259.766,0.000
1786901614.416,-168.945,-156.250,-395.020,41.504,0.000
1786901614.420,-387.207,-212.891,-430.664,351.562,0.000
1786901614.424,62.012,-38.574,-328.125,107.422,0.000
1786901614.428,397.949,-21.973,-323.242,-225.098,0.000
1786901614.432,-17.090,-168.457,-434.570,-65.430,0.000
1786901614.436,-437.988,-174.316,-431.641,283.691,0.000
1786901614.440,-104.004,-138.184,-411.621,221.680,0.000
1786901614.444,371.094,-82.520,-380.859,-161.133,0.000
1786901614.448,145.996,-201.172,-493.652,-151.367,0.000
1786901614.451,-395.508,-311.035,-586.914,238.770,0.000
1786901614.455,-311.035,0.000,-312.988,266.113,0.000
1786901614.459,271.973,3.906,-330.078,-75.684,0.000
1786901614.463,260.254,-141.602,-435.059,-202.148,0.000
1786901614.467,-317.871,-83.008,-348.633,120.605,0.000
1786901614.471,-398.926,-7.812,-270.020,332.520,0.000
1786901614.475,149.902,-75.684,-340.820,67.383,0.000
1786901614.479,340.332,-167.480,-418.457,-194.336,0.000
1786901614.483,-159.668,-125.977,-406.250,17.090,0.000
1786901614.487,-431.641,-113.281,-404.297,341.797,0.000
1786901614.491,-8.301,-141.113,-400.391,188.965,0.000
1786901614.494,363.281,-201.660,-459.961,-154.297,0.000
1786901614.498,-22.949,-91.797,-367.676,-85.449,0.000
1786901614.502,-465.820,28.809,-276.855,279.297,0.000
1786901614.506,-164.551,-71.777,-345.215,294.922,0.000
1786901614.510,352.051,-217.773,-475.098,-62.500,0.000
1786901614.514,141.113,-98.633,-384.766,-169.922,0.000
1786901614.518,-396.973,5.371,-275.391,172.363,0.000
1786901614.522,-297.363,-103.027,-380.859,337.402,0.000
1786901614.526,264.160,-130.859,-437.012,7.812,0.000
1786901614.530,295.898,-105.957,-414.551,-209.473,0.000
1786901614.534,-266.602,-153.320,-415.039,78.125,0.000
1786901614.537,-412.109,-255.371,-503.418,354.492,0.000
1786901614.541,92.773,-289.062,-602.051,102.539,0.000
1786901614.545,326.172,-49.316,-398.926,-273.926,0.000
1786901614.549,-150.879,-50.781,-395.996,-68.848,0.000
1786901614.553,-517.578,-142.578,-424.316,314.453,0.000
1786901614.557,-130.859,-68.848,-353.027,179.688,0.000
1786901614.561,312.500,-21.973,-350.098,-207.520,0.000
1786901614.565,11.719,-102.051,-414.551,-152.832,0.000
1786901614.569,-473.633,-172.852,-440.430,233.398,0.000
1786901614.573,-262.207,-78.613,-355.469,254.395,0.000
1786901614.577,276.855,-72.754,-403.320,-113.770,0.000
1786901614.580,171.875,-206.543,-514.160,-200.684,0.000
1786901614.584,-379.883,-309.082,-564.453,174.805,0.000
1786901614.588,-392.090,-145.020,-450.684,309.570,0.000
1786901614.592,166.016,-14.160,-377.441,-26.855,0.000
1786901614.596,293.945,-169.922,-511.719,-229.980,0.000
1786901614.600,-257.812,-168.945,-488.770,31.738,0.000
1786901614.604,-467.285,-25.391,-381.348,296.387,0.000
1786901614.608,44.434,-0.488,-349.609,75.684,0.000
1786901614.612,352.539,-147.949,-469.238,-235.352,0.000
1786901614.616,-91.797,-201.172,-540.039,-85.938,0.000
1786901614.619,-484.863,-54.688,-359.375,242.676,0.000
1786901614.623,-125.977,-25.879,-342.773,156.250,0.000
1786901614.627,362.305,-255.371,-566.895,-160.645,0.000
1786901614.631,75.195,-308.594,-613.281,-141.602,0.000
1786901614.635,-480.957,-29.785,-349.121,160.645,0.000
1786901614.639,-290.039,-7.324,-333.984,238.281,0.000
1786901614.643,284.668,-186.523,-445.801,-83.984,0.000
1786901614.647,199.219,-153.320,-399.414,-245.605,0.000
1786901614.651,-350.098,-89.844,-371.582,90.332,0.000
1786901614.655,0.000,-108.398,-379.883,319.824,0.000
1786901614.659,0.000,-119.629,-425.293,16.602,0.000
1786901614.663,0.000,-85.938,-366.699,-251.465,0.000
1786901614.666,0.000,-54.688,-323.730,4.395,0.000
