Time,AF7,Blinking
2.0503997802734375e-05,-1.4648438,False
0.003926753997802734,60.546875,False
0.007833003997802734,-64.453125,False
0.011739253997802734,-152.34375,False
0.015645503997802734,-0.0008192908,False
0.019551753997802734,-0.001012182,False
0.023458003997802734,0.016231332,False
0.027364253997802734,0.08197784,False
0.031270503997802734,0.20337623,False
0.035176753997802734,0.33862326,False
0.039083003997802734,0.43522352,False
0.042989253997802734,0.47626162,False
0.046895503997802734,0.46408767,False
0.050801753997802734,0.38088134,False
0.054708003997802734,0.20261991,False
0.058614253997802734,-0.05727056,False
0.06252050399780273,-0.35454348,False
0.06642675399780273,-0.6621779,False
0.07033300399780273,-0.97674954,False
0.07423925399780273,-1.275861,False
0.07814550399780273,-1.509571,False
0.08205175399780273,-1.6477447,False
0.08595800399780273,-1.7027704,False
0.08986425399780273,-1.6902108,False
0.09377050399780273,-1.5999799,False
0.09767675399780273,-1.4285176,False
0.10158300399780273,-1.2094254,False
0.10548925399780273,-0.9804122,False
0.10939550399780273,-0.7383099,False
0.11330175399780273,-0.45788956,False
0.11720800399780273,-0.13996343,False
0.12111425399780273,0.19511086,False
0.12502050399780273,0.55242866,False
0.12892675399780273,0.95983446,False
0.13283300399780273,1.4174784,False
0.13673925399780273,1.886327,False
0.14064550399780273,2.3333142,False
0.14455175399780273,2.7507555,False
0.14845800399780273,3.117013,False
0.15236425399780273,3.3748443,False
0.15627050399780273,3.4738867,False
0.16017675399780273,3.4069366,False
0.16408300399780273,3.178621,False
0.16798925399780273,2.765895,False
0.17189550399780273,2.144257,False
0.17580175399780273,1.3350279,False
0.17970800399780273,0.39166072,False
0.18361425399780273,-0.64767,False
0.18752050399780273,-1.7566633,False
0.19142675399780273,-2.8792293,False
0.19533300399780273,-3.93536,False
0.19923925399780273,-4.8737364,False
0.20314550399780273,-5.6819425,False
0.20705175399780273,-6.3376637,False
0.21095800399780273,-6.7877727,False
0.21486425399780273,-6.9932256,False
0.21877050399780273,-6.962668,False
0.22267675399780273,-6.7188134,False
0.22658300399780273,-6.260334,False
0.23048925399780273,-5.5858803,False
0.23439550399780273,-4.7327247,False
0.23830175399780273,-3.757018,False
0.24220800399780273,-2.6892054,False
0.24611425399780273,-1.544189,False
0.25002050399780273,-0.3667038,False
0.25392675399780273,0.7735008,False
0.25783300399780273,1.8331113,False
0.26173925399780273,2.8055162,False
0.26564550399780273,3.6749346,False
0.26955175399780273,4.399307,False
0.27345800399780273,4.954095,False
0.27736425399780273,5.358169,False
0.28127050399780273,5.6342034,False
0.28517675399780273,5.7727475,False
0.28908300399780273,5.761423,False
0.29298925399780273,5.623677,False
0.29689550399780273,5.3944807,False
0.30080175399780273,5.0740614,False
0.30470800399780273,4.6414905,False
0.30861425399780273,4.10238,False
0.31252050399780273,3.4839873,False
0.31642675399780273,2.7882771,False
0.32033300399780273,1.9908836,False
0.32423925399780273,1.0908868,False
0.32814550399780273,0.12390787,False
0.33205175399780273,-0.88311875,False
0.33595800399780273,-1.9317175,False
0.33986425399780273,-3.009081,False
0.34377050399780273,-4.05991,False
0.34767675399780273,-5.025232,False
0.35158300399780273,-5.8818917,False
0.35548925399780273,-6.6160274,False
0.35939550399780273,-7.1815434,False
0.36330175399780273,-7.521029,False
0.36720800399780273,-7.6152744,False
0.37111425399780273,-7.477657,False
0.37502050399780273,-7.1107063,False
0.37892675399780273,-6.509955,False
0.38283300399780273,-5.7098556,False
